,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94
0,2.0469718,1.9774929,2.5871966,3.220099,2.767414,6.885299,6.6356654,2.6129172,2.0391552,1.9222459,2.774523,1.6893398,8.488448,1.9638532,2.0234287,3.0327358,2.9845226,2.9343138,3.6560693,4.6258373,9.712261,3.3307743,2.2150953,2.1823382,1.8898602,5.087396,2.4931433,2.8711584,2.7357092,2.5809836,2.7165883,2.8565767,4.677128,7.3259377,7.3850036,6.4516277,8.773344,10.309597,6.39047,3.8164914,4.6621785,2.5475607,2.3291228,2.0186281,2.7039278,4.199645,2.9320006,2.4071777,4.3497257,3.4997694,4.3305964,4.440645,4.1711907,3.22334,4.1367664,4.714131,3.109091,5.9300528,6.044244,7.990761,5.523947,6.612725,6.8538785,4.3873057,2.371982,2.5733366,2.5355625,4.1993704,6.499036,6.60861,2.8352864,2.5789235,2.5946474,4.8346343,3.551153,1.9342395,1.7451744,1.8297238,2.0734174,1.7406464,2.7481322,2.946803,2.1853104,2.7713706,3.9893248,1.7817535,1.7215321,1.7408028,2.2301884,2.1665251,4.061022,3.1969512,3.1808665,2.1622257,2.2299905
1,2.1401649,1.9911243,2.6239803,3.3419228,3.038347,7.020366,6.8683696,2.7987723,2.1370947,2.0219705,2.8650584,1.7588531,8.484204,2.0379512,2.1030192,3.1008818,2.8784683,3.1043532,3.9039965,4.81717,10.025443,3.4599497,2.2606623,2.187826,2.0557683,5.1128736,2.491616,2.9029489,2.7796385,2.741852,2.8270726,2.81396,4.7576585,7.659711,7.401151,6.5194182,9.010934,10.714232,6.562364,3.8316696,4.81681,2.4725266,2.3129873,2.1027532,2.608429,4.2360806,2.979622,2.460613,4.4561067,3.6437092,4.454242,4.4938426,4.160596,3.3923745,4.1530814,4.686177,3.1060781,6.086683,6.1869173,8.213428,5.6671615,6.8730063,7.1246767,4.6019506,2.2771168,2.5594587,2.468603,4.1947937,6.588604,6.8188877,2.8693483,2.5650363,2.5786014,4.9281774,3.7308922,2.014064,1.8700801,1.8569345,2.148808,1.7873853,2.8099434,2.9904165,2.1677148,2.7491283,4.060753,1.8787957,1.8074263,1.7349567,2.200869,2.2032819,4.1753235,3.2981992,3.2808387,2.4288974,2.2624822
2,2.2296696,2.0674877,2.656888,3.4700892,3.1651406,7.1855254,7.001747,2.8105268,2.2514853,2.0697057,2.9619122,1.7013408,8.482314,2.072106,2.1770196,3.1361296,2.8384802,3.019688,3.991155,4.9895644,10.2804785,3.6521006,2.2636383,2.2465153,2.0231867,5.160012,2.5363848,2.983132,2.9076886,2.736863,2.8273158,2.988388,4.7165236,7.7800937,7.643191,6.750539,9.298392,10.988889,6.6767435,4.05061,5.020053,2.6192658,2.3468075,2.1424222,2.7472415,4.5152707,2.9767604,2.4988253,4.672744,3.7720895,4.641451,4.481772,4.24873,3.3581312,4.2818813,4.767214,3.1672137,6.173746,6.328053,8.382864,5.8245683,7.0891943,7.401224,4.628454,2.3465083,2.6631396,2.5450041,4.186183,6.614547,7.1226196,2.8920314,2.6302795,2.6424496,4.831246,3.759171,2.09894,1.7999114,1.805501,2.1771593,1.7495058,2.7947416,3.0031815,2.193289,2.720819,4.1918116,2.0343404,1.7856625,1.7501912,2.2036824,2.2078207,4.268874,3.403614,3.384261,2.563565,2.328385
