epoch,training_loss,training_rmse,validation_loss,validation_rmse,validation_mae,validation_mape,cvalidation_rmse,cvalidation_mae,cvalidation_mape,validation_conAccuracy,validation_nonconAccuracy,test_rmse,test_mae,test_mape,ctest_rmse,ctest_mae,ctest_mape,test_conAccuracy,test_nonconAccuracy
0,302.03722763061523,4.099406388847781,32.89833102375269,3.558461648257169,1.4794034017335493,0.03299114773750661,3.694016660835711,1.538692262280433,0.03559821416574548,85.30133663821691,82.24334496556008,3.489447869054931,1.451173083130614,0.03221978206019255,3.693796240695002,1.537743392503614,0.035583353484263704,85.25283402144164,82.85371481735653
1,209.15947402268648,3.313390046656022,29.442517139017582,3.332913239756257,1.3549716574128257,0.029962346413740033,3.4415651348225778,1.400244184738179,0.03210519989879508,86.67283104912302,83.60997935432006,3.2561377899245683,1.3267457305418526,0.029151636230755354,3.4235211630219715,1.393636633411285,0.03194230076961934,86.76195196507616,84.21196866205779
2,199.08078523352742,3.22225103793023,28.092317756265402,3.2404715373174664,1.309854070488097,0.028768336912674365,3.3390476300033716,1.3515841789663698,0.030735075200887644,87.10127176696699,84.0164982734365,3.168016605374016,1.2860786331181384,0.02803518988896953,3.317080756009791,1.3460347626686888,0.030557705790668743,87.15577290717007,84.57145225845973
3,193.30408414825797,3.171505467735773,27.69533622637391,3.2377290607321796,1.289234091466785,0.028606186109736288,3.3613435950768635,1.3381236054781365,0.030806987206248887,87.1700159273442,84.41433869877405,3.1681087700915036,1.2681760963492519,0.027892478873222097,3.342856027083963,1.3351695279826172,0.03066111880723769,87.23732045500601,84.90445243808638
4,189.7398790344596,3.1423570066214253,27.253997687250376,3.2206202480371857,1.2739060444106167,0.02833019881952363,3.3414841745742536,1.3223147695999016,0.030508823340560622,87.4483813654914,84.68839639705479,3.1520726170360653,1.253967662179101,0.027634114251013094,3.32203489816809,1.3201839366157142,0.030370224122556154,87.45779181936486,85.13013720712796
5,186.5528006516397,3.1164198010590054,26.74224714562297,3.1799944696337117,1.2566842390795538,0.02786030125335726,3.2889365556773624,1.3021406564331737,0.02990956901648308,87.6594549846778,84.94920797325197,3.1090133710609646,1.2393045188844691,0.027191450651283856,3.277785298473629,1.3042900716808972,0.029855082376386823,87.66581131264695,85.33831989203978
6,183.71920889243484,3.0924328062055633,26.53839910030365,3.1584701533776776,1.2513851992836742,0.02759572190233946,3.2711071986730333,1.2972153332857268,0.029619929007979832,87.70350934097587,85.05015255878537,3.0816373492719227,1.231957552892058,0.026833903587374308,3.248782034690851,1.2964510975311005,0.02946247514003497,87.75199779284482,85.44563530262485
7,182.21172446757555,3.078596549435316,26.21388864517212,3.162758160313919,1.2399568408019304,0.0274844727742729,3.278948516658338,1.2886823471895756,0.029645086538105804,87.75385717674511,85.18215701679061,3.0880829689003026,1.2220675024566594,0.02678230583285758,3.2674440123138724,1.2912473414989423,0.029562349958261423,87.86113478051746,85.59854824817955
8,180.22995538264513,3.0624405328267126,25.97049319371581,3.1353134807043532,1.2343745627864604,0.027272477100592055,3.2692078117335863,1.2862666932089133,0.029511594292701924,87.92813814671553,85.49778013264392,3.0635919058057706,1.2197306351484778,0.02660722010534045,3.254179978639782,1.289076070920553,0.029423245532741945,87.96294713814497,85.82975999115683
9,177.474379748106,3.0411913433251443,25.649128302931786,3.104815972401938,1.2242787372072315,0.026848431481884247,3.217603530383217,1.2722986149514626,0.028905433951097226,88.00075521753654,85.5366049732337,3.033323148172894,1.208424125704721,0.02618164621056263,3.2032459876780073,1.2732014359823685,0.0288031301651079,88.10870727604333,85.93937830754847
10,175.75931937247515,3.02323277477143,25.739825319498777,3.1263137513690418,1.2221177582844438,0.02707152709171577,3.248570429062687,1.269941043643488,0.029211261767206786,87.94411390229615,85.4196736886339,3.033323148172894,1.208424125704721,0.02618164621056263,3.2032459876780073,1.2732014359823685,0.0288031301651079,88.10870727604333,85.93937830754847
11,175.99562303721905,3.02600510305396,25.61998300626874,3.0875925081105287,1.2347325538348215,0.026823794253976997,3.1984848789889373,1.2802582009688621,0.02884853055970088,88.03754786675252,85.47631227961193,3.0187118612751327,1.217501328429547,0.026141722429559953,3.1828647556905083,1.280446065391771,0.028733191021565435,88.16315369271224,86.02067088251957
12,174.70684146881104,3.0135390017112322,25.320000283420086,3.09107515599417,1.2147378372052424,0.026703201439133316,3.2073896067553798,1.263340142876462,0.028813212483138333,88.19488485353136,85.72890212486068,3.0252308536084582,1.2013970133663436,0.026077591653640476,3.1958710889709554,1.2677749215414065,0.028755435151461534,88.21930918972501,86.11624147349126
13,173.60549291595817,3.005001162175898,25.555237591266632,3.113133104157012,1.2170159610213103,0.026920621207222318,3.233505538786258,1.2651239653154278,0.02903906406884366,88.07385640216302,85.6019220579906,3.0252308536084582,1.2013970133663436,0.026077591653640476,3.1958710889709554,1.2677749215414065,0.028755435151461534,88.21930918972501,86.11624147349126
14,173.48721935600042,3.0047477348298917,25.286713879555464,3.082844159893932,1.21526380401804,0.026568963640502305,3.194578400584056,1.2645282936744497,0.028671494767092052,88.15373518006612,85.65810388613816,3.0172788741089787,1.2015330435259104,0.025948807696575666,3.182968711830943,1.2668279745068909,0.02858233238278302,88.21979749839468,86.05544476019841
15,172.64897822588682,2.993745540556362,25.333052445203066,3.0928431783871226,1.2165115481726958,0.026707861767197413,3.209095523321276,1.2674299509193938,0.0288631760243695,88.17987732556169,85.78828129282151,3.0172788741089787,1.2015330435259104,0.025948807696575666,3.182968711830943,1.2668279745068909,0.02858233238278302,88.21979749839468,86.05544476019841
16,172.42311407625675,2.9912071134218237,25.31484829634428,3.0890651689388733,1.2193281579733437,0.026642870181803377,3.1998732087999824,1.2667666620233726,0.028696468338943244,88.10629202712974,85.66267151444285,3.0172788741089787,1.2015330435259104,0.025948807696575666,3.182968711830943,1.2668279745068909,0.02858233238278302,88.21979749839468,86.05544476019841
17,172.6358741298318,2.9952047960476316,25.329534817487,3.080009077095702,1.218928650319941,0.02661267497707941,3.200632973023515,1.2679079520416796,0.028740969625219197,88.07143583313565,85.7074342718287,3.0172788741089787,1.2015330435259104,0.025948807696575666,3.182968711830943,1.2668279745068909,0.02858233238278302,88.21979749839468,86.05544476019841
18,172.51999839022756,2.9949529175592944,25.253099158406258,3.0778506708035596,1.21666149912277,0.026480445438448363,3.1910307822277364,1.267260819966141,0.028560982777828592,88.16051277334276,85.80244094056602,3.006727242513314,1.2012215418799648,0.02579452367133275,3.1710471451677122,1.2665383046927514,0.028377680970004086,88.30720475026675,86.20144898833348
19,170.65138316899538,2.9780774715656317,25.056323993951082,3.054631145678778,1.2206672856985066,0.026473532053228593,3.1631326878947714,1.2701741505043518,0.028560812882843793,88.36287234403063,85.9961083806844,2.9849504622717213,1.2043821861612958,0.025780084592651405,3.150049447573712,1.269933218389779,0.02842898168469803,88.44271040610191,86.35044699401705
20,169.63941502571106,2.9683837001190563,25.013847820460796,3.0581144231805366,1.2092774781932714,0.02640086457123044,3.173496649457004,1.2596165363547558,0.02850388807095828,88.27573185904542,85.90338552609943,2.9839147357911617,1.1927831219430884,0.025684000833868754,3.154627951101253,1.2581549540904509,0.028323694647080608,88.40755218188522,86.35413164330753
21,169.29276713728905,2.9640889398710253,25.011289201676846,3.05930856540575,1.2128796572955571,0.02647676254068434,3.1794560009646684,1.264814123432997,0.028662231590069105,88.37352284775105,85.9764675789743,2.9911350289968106,1.1994239671352198,0.025824788202439962,3.156356374881612,1.2631712426350337,0.028460929410856727,88.45516227717864,86.37554866730841
22,168.06791903078556,2.9537125111065414,24.904127936810255,3.052688651668718,1.204562881769,0.02634224675828788,3.1760129920802593,1.2524921779809162,0.028469125065453457,88.36916582350179,86.07375806186396,2.9806622078749054,1.1873872276274313,0.025620194281272216,3.1478497683193667,1.2507567058012006,0.028253493004995456,88.46028951821026,86.47204042060271
23,167.40281512588263,2.946844085176704,24.891891043633223,3.0563905992792466,1.2039422350656865,0.026311282556466076,3.180913135152101,1.2539687101211172,0.028483392007655334,88.43016416299143,86.07101748488115,2.9862462078854954,1.188348471848992,0.025590041003056358,3.152755196753285,1.2521930599023634,0.02824478015698208,88.46981153726894,86.41746155298756
24,166.90375401452184,2.9403177665315705,24.8498404212296,3.0610626391153177,1.1991825958320823,0.02632408622970303,3.190354018666469,1.2523593263658808,0.02853974674471101,88.4107996107725,86.10664498565764,2.9894634700370717,1.1843219278481067,0.025632349062972473,3.163096748471892,1.2505721769272304,0.028336064618013357,88.47445046963087,86.46720431840896
25,166.4622703641653,2.936034020048905,24.81697778776288,3.046905383852022,1.2025431417418826,0.02620577585781845,3.1692056222188283,1.252862331527253,0.028356460560675104,88.4199977730765,86.11578024226701,2.973960000502288,1.1863342436221682,0.02548393495824738,3.1453691435040674,1.2524002112109829,0.02816136898059484,88.49276204474373,86.48424582137741
26,165.6020749360323,2.9305881952699573,24.736672643572092,3.035591178302032,1.1982225716241424,0.02609641261320296,3.160176357491438,1.2475164867990527,0.028235072787695808,88.35851531978138,86.0632525167632,2.9656394900911467,1.183410420204048,0.02540674209571239,3.1383677232039857,1.2475415113436097,0.028053967904394805,88.45003503614704,86.4690466430542
27,165.24176221340895,2.9252434081295404,24.781371101737022,3.0419176280364315,1.2020780533335076,0.02620465069331862,3.1713124452383488,1.254262075560852,0.028439409887937743,88.4945512991194,86.25691995688159,2.9656394900911467,1.183410420204048,0.02540674209571239,3.1383677232039857,1.2475415113436097,0.028053967904394805,88.45003503614704,86.4690466430542
28,165.36380967497826,2.927195040927566,24.80867876112461,3.032605295907179,1.2086249686596504,0.026162118486153855,3.149793962116551,1.2622727351527456,0.028306886878492497,88.45049694282132,86.23727915517146,2.9656394900911467,1.183410420204048,0.02540674209571239,3.1383677232039857,1.2475415113436097,0.028053967904394805,88.45003503614704,86.4690466430542
