epoch,training_loss,training_rmse,validation_loss,validation_rmse,validation_mae,validation_mape,cvalidation_rmse,cvalidation_mae,cvalidation_mape,validation_conAccuracy,validation_nonconAccuracy,test_rmse,test_mae,test_mape,ctest_rmse,ctest_mae,ctest_mape,test_conAccuracy,test_nonconAccuracy
10,172.8170776,2.986704853,25.20401136,3.05205434,1.216140681,0.026148501,3.174344756,1.269837992,0.028484585,88.08762064,85.95534955,2.968892229,1.202082109,0.025510866,3.179147478,1.269525509,0.028444417,88.12896911,86.10583923
11,171.5756577,2.973147365,25.16355215,3.026471987,1.212013495,0.026100172,3.178660259,1.261878539,0.028501805,88.0648956,85.86831648,2.971411588,1.195826455,0.025453301,3.158379828,1.260461116,0.028398229,88.12201019,86.13094342
12,170.9348152,2.965726758,25.03379709,3.029442757,1.207259555,0.026054144,3.18217865,1.257507565,0.028457548,88.23778417,86.12096104,2.974324865,1.19117951,0.025389134,3.160240985,1.257650788,0.028373317,88.31281947,86.33428729
13,169.5783297,2.955271892,24.98038862,3.037676155,1.204272887,0.025931689,3.170296668,1.252160471,0.028248863,88.17183699,86.07073053,2.968576789,1.19005088,0.025300661,3.164016059,1.250906421,0.02815207,88.22661857,86.24993724
14,168.7472794,2.944945206,24.99497107,3.026740551,1.201349895,0.025901287,3.186173277,1.2530392,0.028346028,88.22486209,86.11001974,2.968576789,1.19005088,0.025300661,3.149857719,1.250906421,0.02815207,88.22661857,86.24993724
15,168.7302651,2.945640144,24.91828578,3.026684415,1.198723326,0.025946566,3.176925831,1.248019997,0.028324587,88.1303972,86.07172519,2.965843448,1.183849626,0.025291791,3.149857719,1.246848111,0.028219318,88.27173935,86.29788623
16,168.4284336,2.942681503,25.03014342,3.027015007,1.205035459,0.025884024,3.164801011,1.253456614,0.028191131,88.12326777,85.99314677,2.965843448,1.183849626,0.025291791,3.157427693,1.246848111,0.028219318,88.27173935,86.29788623
17,167.9621517,2.93703124,24.9025474,3.021412877,1.195993478,0.025842746,3.167925271,1.246079601,0.028231018,88.19634439,86.19705281,2.960991577,1.182170832,0.025205919,3.157427693,1.247319467,0.028154545,88.25961735,86.35738314
18,167.5622869,2.932723147,24.7679268,3.021167549,1.197372823,0.025788206,3.156563654,1.247443962,0.028171228,88.29259164,86.14831429,2.951003604,1.181000734,0.025127875,3.150079954,1.247092388,0.028049249,88.35816473,86.40809359
19,165.5130477,2.914941886,24.8339571,3.015937056,1.202346964,0.025759387,3.147155033,1.249933902,0.028078002,88.2939284,86.20799411,2.951003604,1.181000734,0.025127875,3.136883146,1.247092388,0.028049249,88.35816473,86.40809359
20,165.3075648,2.913855438,24.78283339,3.01095033,1.199488537,0.02577184,3.1569599,1.253720083,0.028218922,88.29437399,86.22390873,2.951003604,1.181000734,0.025127875,3.136883146,1.247092388,0.028049249,88.35816473,86.40809359
21,165.610143,2.915083664,24.87039142,3.006094818,1.205133349,0.0258151,3.148923565,1.25673415,0.028212415,88.27521366,86.25325131,2.951003604,1.181000734,0.025127875,3.136883146,1.247092388,0.028049249,88.35816473,86.40809359
22,165.4008359,2.915520008,24.82070071,3.011735738,1.196229834,0.025796908,3.147131025,1.245620018,0.028162805,88.19367085,86.05431858,2.951003604,1.181000734,0.025127875,3.136883146,1.247092388,0.028049249,88.35816473,86.40809359
23,165.468636,2.915033585,24.92017812,3.01778992,1.204315679,0.025786029,3.141702635,1.254822939,0.028206538,88.26897541,86.21595142,2.951003604,1.181000734,0.025127875,3.136883146,1.247092388,0.028049249,88.35816473,86.40809359
24,,,,3.01,,,3.14,,,,,,,,3.136883146,,,,
25,,,,3.01,,,3.14,,,,,,,,,,,,
26,,,,3.01,,,3.14,,,,,,,,,,,,
27,,,,3.01,,,3.14,,,,,,,,,,,,
28,,,,3.01,,,3.14,,,,,,,,,,,,
29,,,,3.01,,,3.14,,,,,,,,,,,,
30,,,,3.01,,,3.14,,,,,,,,,,,,
31,,,,3.01,,,3.14,,,,,,,,,,,,
32,,,,3.01,,,3.14,,,,,,,,,,,,
33,,,,3.01,,,3.14,,,,,,,,,,,,
34,,,,3.01,,,3.14,,,,,,,,,,,,
35,,,,3.01,,,3.14,,,,,,,,,,,,
36,,,,3.01,,,3.14,,,,,,,,,,,,
37,,,,3.01,,,3.14,,,,,,,,,,,,
38,,,,3.01,,,3.14,,,,,,,,,,,,
39,,,,3.01,,,3.14,,,,,,,,,,,,
40,,,,3.01,,,3.14,,,,,,,,,,,,
