epoch,training_loss,training_rmse,validation_loss,validation_rmse,validation_mae,validation_mape,cvalidation_rmse,cvalidation_mae,cvalidation_mape,validation_conAccuracy,validation_nonconAccuracy,test_rmse,test_mae,test_mape,ctest_rmse,ctest_mae,ctest_mape,test_conAccuracy,test_nonconAccuracy
26,190.5764273,3.161151969,27.39203802,3.186894443,1.281129102,0.028116373,3.352310903,1.360933725,0.031087864,86.99191701,84.95620993,3.120513281,1.265408855,0.027377268,3.374973206,1.371423317,0.031294343,86.96323666,85.20008033
27,190.7783356,3.165251902,27.42200381,3.180718457,1.288588999,0.028167308,3.341525296,1.367645408,0.031081913,86.99102584,85.03826968,3.120513281,1.265408855,0.027377268,3.374973206,1.371423317,0.031294343,86.96323666,85.20008033
28,190.4308511,3.160469218,27.27852501,3.180123259,1.279443748,0.028029852,3.339869668,1.359249212,0.030959165,86.99459055,84.99350982,3.114865314,1.264084378,0.027332558,3.374973206,1.370973023,0.031216303,86.98366448,85.22342722
29,189.2716459,3.149320485,27.25207867,3.175350782,1.283270065,0.02808034,3.336644643,1.363216996,0.031039187,87.09440251,85.17752259,3.114217821,1.269537324,0.027403621,3.363629982,1.375343769,0.031286043,87.07817119,85.32258874
30,188.8105444,3.146641836,27.21683715,3.174984324,1.277191671,0.027969918,3.341945721,1.358249186,0.030979615,87.02711855,85.08203488,3.111281589,1.262101997,0.027271368,3.363437077,1.367154487,0.031160228,87.007684,85.23472411
31,188.4373295,3.141748788,27.17523978,3.169041216,1.281387623,0.027960623,3.327388545,1.358979197,0.030867684,87.11356284,85.11734544,3.100717134,1.264543995,0.027215365,3.36192683,1.368289787,0.031058437,87.07300812,85.27112517
32,188.1782047,3.136934764,27.14617603,3.167516086,1.278564715,0.027971243,3.325399216,1.355741887,0.030853314,87.13940701,85.13922804,3.100189097,1.26188732,0.027226753,3.347818724,1.366584874,0.031100963,87.10488449,85.36275544
33,187.8017093,3.132862046,27.18208724,3.176306209,1.278367902,0.027974549,3.346540727,1.357627801,0.030966828,87.05251713,85.05866029,3.100189097,1.26188732,0.027226753,3.350507407,1.366584874,0.031100963,87.10488449,85.36275544
34,187.8834451,3.132302824,27.12626059,3.159336128,1.279493339,0.027872826,3.322225985,1.360763083,0.030851555,87.08593632,85.18597723,3.090497156,1.264907717,0.027151497,3.350507407,1.369904558,0.031032206,87.11947579,85.38760858
35,187.5770084,3.129159201,27.05392259,3.169421315,1.27601604,0.027919332,3.333041139,1.355266078,0.030858819,87.24322927,85.32174882,3.105589177,1.26194237,0.027210847,3.340765776,1.366561178,0.031096018,87.16055591,85.44082944
36,187.0372287,3.125804355,27.01452345,3.17133807,1.268917306,0.027848342,3.33944256,1.347318432,0.030828815,87.26862785,85.262069,3.107824585,1.253882828,0.027131712,3.356348957,1.358561596,0.031067291,87.16773931,85.43957423
37,186.6240285,3.118702123,27.00434807,3.166486833,1.272141544,0.027866327,3.328453636,1.350572839,0.030785329,87.18842181,85.18050658,3.098177747,1.258656909,0.027129724,3.362103494,1.36278724,0.031010287,87.09657868,85.38911483
38,186.3410191,3.114615099,27.09542023,3.159508105,1.276870307,0.027864653,3.327587596,1.354899618,0.030821195,87.14475408,85.13972537,3.098177747,1.258656909,0.027129724,3.348036293,1.36278724,0.031010287,87.09657868,85.38911483
39,185.6132029,3.109776715,26.9933499,3.169609143,1.271850534,0.027894628,3.335677134,1.350735195,0.030860747,87.20579979,85.22626111,3.104798754,1.257175931,0.027178112,3.348036293,1.360110982,0.031061299,87.13586294,85.4207461
40,185.4627392,3.10913757,26.95266835,3.157413609,1.275307008,0.027853091,3.321372526,1.355035308,0.030790913,87.20802773,85.27897828,3.093536126,1.261672169,0.027129221,3.355324878,1.364601232,0.03098212,87.17267791,85.43631069
41,185.1945991,3.105340947,26.85078693,3.15458634,1.265329126,0.027636834,3.316317,1.341643614,0.030540061,87.26372637,85.27350763,3.091991433,1.251206666,0.026957605,3.339296807,1.3530663,0.030806579,87.14259739,85.43179194
42,184.8823031,3.101162296,26.99329795,3.150070104,1.276550564,0.027739501,3.312694897,1.354353971,0.030642367,87.1888674,85.17951192,3.091991433,1.251206666,0.026957605,3.343124377,1.3530663,0.030806579,87.14259739,85.43179194
43,184.936868,3.102213166,26.86475197,3.150696486,1.269010667,0.027667106,3.312395066,1.346454751,0.030561347,87.21560275,85.22476911,3.091991433,1.251206666,0.026957605,3.343124377,1.3530663,0.030806579,87.14259739,85.43179194
44,184.9359987,3.103435297,26.83510828,3.162056246,1.266179438,0.027739346,3.325752961,1.344921111,0.030686226,87.24456604,85.2745023,3.101108581,1.252278949,0.027032657,3.343124377,1.35492789,0.030907453,87.19130987,85.43580861
45,184.5084349,3.097223438,26.92382379,3.164308065,1.268806459,0.027820438,3.330014662,1.345904758,0.030746716,87.18797622,85.21531981,3.101108581,1.252278949,0.027032657,3.34889685,1.35492789,0.030907453,87.19130987,85.43580861
46,184.5725049,3.100137375,26.85073063,3.144755534,1.268556141,0.027646813,3.309301385,1.34591598,0.030551145,87.20312625,85.23968907,3.101108581,1.252278949,0.027032657,3.34889685,1.35492789,0.030907453,87.19130987,85.43580861
47,184.5626465,3.098066856,26.89681674,3.163024526,1.26972728,0.02782067,3.324055009,1.34658192,0.030745922,87.23075278,85.19293988,3.101108581,1.252278949,0.027032657,3.34889685,1.35492789,0.030907453,87.19130987,85.43580861
48,184.5360996,3.097609423,26.92386232,3.150101301,1.272388559,0.027689521,3.314019308,1.350537731,0.030617781,87.23298072,85.27052364,3.101108581,1.252278949,0.027032657,3.34889685,1.35492789,0.030907453,87.19130987,85.43580861
49,183.982588,3.090948282,26.87910835,3.159156261,1.266025912,0.027710717,3.325179027,1.345912516,0.030662642,87.2133748,85.29389824,3.101108581,1.252278949,0.027032657,3.34889685,1.35492789,0.030907453,87.19130987,85.43580861
,,,,,,,,,,,,,,,3.34889685,,,,
