epoch,training_loss,training_rmse,validation_loss,validation_rmse,validation_mae,validation_mape,cvalidation_rmse,cvalidation_mae,cvalidation_mape,validation_conAccuracy,validation_nonconAccuracy,test_rmse,test_mae,test_mape,ctest_rmse,ctest_mae,ctest_mape,test_conAccuracy,test_nonconAccuracy
22,228.3236078,3.53794264,32.87750973,3.541737422,1.462252468,0.032040248,3.764951631,1.564929017,0.036159645,85.05769929,82.73740754,3.458384815,1.427867864,0.031070852,3.712059232,1.536674207,0.035373723,85.41931485,83.05916629
23,228.0916035,3.5342589,32.85113338,3.509050871,1.467676747,0.031903839,3.731692127,1.572149725,0.036033128,85.02582369,82.70939927,3.458384815,1.427867864,0.031070852,3.712059232,1.536674207,0.035373723,85.41931485,83.05916629
24,,,,3.5,,,3.73,,,,,,,,3.712059232,,,,
25,,,,3.5,,,3.73,,,,,,,,,,,,
26,,,,3.5,,,3.73,,,,,,,,,,,,
27,,,,3.5,,,3.73,,,,,,,,,,,,
28,,,,3.5,,,3.73,,,,,,,,,,,,
29,,,,3.5,,,3.73,,,,,,,,,,,,
30,,,,3.5,,,3.73,,,,,,,,,,,,
31,,,,3.5,,,3.73,,,,,,,,,,,,
32,,,,3.5,,,3.73,,,,,,,,,,,,
33,,,,3.5,,,3.73,,,,,,,,,,,,
34,,,,3.5,,,3.73,,,,,,,,,,,,
35,,,,3.5,,,3.73,,,,,,,,,,,,
36,,,,3.5,,,3.73,,,,,,,,,,,,
37,,,,3.5,,,3.73,,,,,,,,,,,,
38,,,,3.5,,,3.73,,,,,,,,,,,,
39,,,,3.5,,,3.73,,,,,,,,,,,,
40,,,,3.5,,,3.73,,,,,,,,,,,,
