time,940420,40106,40048,40777,40766,40108,40481,40282,40482,40678,40483,40284,140317,140077,140078,140079,140080,140081,140082,840083,140085,140307,140087,140088,140089,140220,40296,40359,40298,40360,140003,40361,40300,140315,40488,40491,40493,40492,40489,40304,40305,40316,40436,40285,40287,140316,140022,140021,140020,140019,140018,140017,140016,140015,140014,140236,140243,140242,140013,140012,140011,140180,140010,140009,140008,140300,40499,40500,40292,40502,140049,240500,140051,140055,140052,840062,140063,140216,140064,140065,140071,140072,140073,140074,140075,40761,40512,40513,40052,40511,140057,140056,40007,40510,40509
15,1.122861,1.1332748,1.5706233,2.0919094,1.8409877,3.9457848,3.7009776,1.3676293,1.0076953,1.003391,1.3832108,1.0138898,3.8192322,1.3790451,1.1235482,1.814875,1.5862689,1.7471486,1.9739051,2.604383,5.245217,2.077368,1.0737388,1.1021986,1.4475003,1.7850587,1.3668861,1.9462404,1.5534033,1.5820562,1.5929564,1.8995284,2.919813,4.115033,3.2633038,3.125808,3.8455434,4.6627026,3.9421575,2.1565194,2.2204983,1.455622,1.2998259,1.3750868,1.2948042,2.4523165,1.612593,1.2691028,2.3326502,2.1259267,2.2002919,2.403061,2.7099197,2.1804113,2.3980582,2.9498706,1.7997543,3.0697908,3.110459,4.233045,2.3162353,2.730998,2.9952505,2.6828206,1.5168648,1.2691498,1.7631552,2.5777218,4.211898,2.88702,1.9411576,1.2305079,1.2298203,3.435394,2.1080656,1.2397271,1.1457542,1.1680124,1.3113215,0.94001365,1.4490062,1.4385319,1.2249191,1.6157297,2.537277,1.0634662,1.163992,1.050446,1.3372506,1.2551155,2.148842,1.8478075,1.9506209,1.5649041,1.2746722
30,1.1872507,1.3231994,2.1613257,2.2742376,2.1305816,4.600029,4.678483,1.737385,1.1101781,1.3570921,1.5516894,1.1252949,5.1817136,1.7898897,1.2605208,2.1999695,1.8491051,2.1948948,2.4507833,3.1617444,6.6751184,2.8311522,1.3095604,1.1685811,1.657935,2.0736501,1.6895665,2.8907726,1.8288438,1.8529356,1.8072734,2.2889147,4.1695237,5.414826,4.028524,3.7629015,4.7697277,5.8860283,4.868807,2.6623175,2.7895658,1.8759052,1.4740121,1.5881104,1.8496709,3.1756039,2.1368608,1.6721045,3.1175947,3.0129902,3.121368,3.2612786,3.4452302,2.7390084,3.0862315,3.7453887,2.2978656,3.927787,3.8827667,5.3700504,2.9771411,3.422481,3.9813907,3.5523963,1.8719563,1.5497649,1.8431218,3.2849777,4.959592,3.6082394,2.0927396,1.4686583,1.4975057,3.8953958,2.561457,1.402495,1.2190206,1.2322733,1.3411219,1.0852859,1.5846629,1.6596059,1.3114274,1.887211,3.1308212,1.2479228,1.4018157,1.1061357,1.4271508,1.5926641,2.789936,2.3332136,2.444182,2.0533717,1.555309
45,1.397424,1.2592158,2.1547687,2.3089795,2.2117958,4.7054095,4.9381857,1.8052912,1.1274096,1.4688426,1.7556404,1.1656213,6.092782,1.9448584,1.5141962,2.2704067,1.8642801,2.259207,2.5097852,3.3404021,7.0352783,3.165976,1.3728392,1.197988,1.5688908,2.2229383,1.9183714,3.160664,1.843258,2.0402663,1.9174566,2.3861208,4.6329513,5.9014626,4.2021294,3.9746015,5.142094,6.1984105,5.373904,2.7208161,2.9417224,1.8809114,1.4850602,1.7921199,2.1872344,3.6409714,2.3645327,1.8288208,3.5370204,3.3226006,3.6920395,3.35043,3.5999188,2.6606975,3.3403933,3.692574,2.4169703,4.285174,4.243085,5.783335,3.17905,3.6576211,4.4495325,3.8271656,2.0639832,1.6842309,1.7679403,3.3230002,5.117571,3.8956614,1.92016,1.5990624,1.613487,3.776767,2.739726,1.6938645,1.0564513,1.3449569,1.4424621,1.3311809,1.7001971,1.8027343,1.2636626,1.9178164,3.4012754,1.2356763,1.5810918,1.2038205,1.5113997,1.879694,3.5565186,2.5182722,2.694155,2.193708,1.7074801
60,1.4166669,1.3078603,2.1407793,2.4827776,2.1288085,5.105305,5.166112,1.9263524,1.2273134,1.3939513,1.8658254,1.1703846,6.723859,1.9318013,1.4363823,2.1996515,1.9660952,2.111211,2.4441907,3.5029967,7.2590594,3.0017464,1.4755762,1.2795969,1.4649701,2.2947724,2.1801012,3.0332427,1.9656351,1.9831259,1.9433483,2.2071614,4.6021457,6.1650033,4.2572145,4.143442,5.4457765,6.53528,5.634167,2.8322406,3.0212147,1.8692334,1.5659473,1.8244699,1.980604,4.0260763,2.4619744,1.9764884,3.8899102,3.2016997,4.115663,3.6041682,3.5840766,2.7564502,3.4579306,3.7668498,2.4876742,4.3362684,4.404259,5.8772264,3.1207514,3.761843,4.6398954,3.9338965,2.0224698,1.8212949,1.9136009,3.3637707,5.1230702,4.1094704,1.9560707,1.8325115,1.8618144,3.8736105,3.1119237,1.7197766,1.1463,1.4099799,1.5469604,1.2489002,1.7017342,1.9097166,1.3435558,1.8203784,3.4323936,1.1975442,1.7995794,1.2616584,1.4791924,1.7383122,3.8200777,2.6754417,2.8231914,2.2064002,1.6760452
75,1.38364,1.3047923,2.275236,2.4161174,2.3955843,5.2214613,5.430357,1.9698193,1.3527316,1.3950201,2.049963,1.2457606,7.156279,1.8587414,1.3750764,2.2243524,2.0369112,2.0741692,2.4651158,3.5148487,7.3808055,3.392674,1.4895046,1.3075646,1.5754001,2.349488,2.2925677,3.168747,2.0018647,2.0280383,1.8957589,2.3049636,4.823383,6.3294783,4.418144,4.1898837,5.383428,6.5571074,5.686571,2.9148645,2.9578838,1.8188307,1.5959282,1.8427966,2.3676407,4.1302576,2.6336627,2.1113093,4.0138736,3.2051108,4.16109,3.944485,3.7225873,2.982934,3.5170088,3.8904374,2.423781,4.2921185,4.4001694,6.090282,3.182467,3.8367746,4.8437285,3.9928155,2.0966558,1.8911855,1.8933694,3.3969035,5.3723607,4.2558594,2.1811352,2.0207205,2.055066,3.9105344,3.3630652,1.877276,1.2416202,1.4508411,1.7967144,1.2417175,1.9703453,1.9364159,1.330075,1.9755071,3.4633389,1.1205025,1.7087545,1.2375517,1.3854259,1.6699121,3.7667787,2.6436088,3.0346832,2.334504,1.562487
90,1.3983423,1.314728,2.1340873,2.633126,2.710752,5.504651,5.3826084,1.9238559,1.4968917,1.4147143,1.9483373,1.2843785,7.284262,1.8288589,1.4410298,2.1628766,1.867898,2.126575,2.778013,3.6399179,7.287331,3.4390585,1.261868,1.289394,1.7715904,2.493007,2.1329935,3.3415446,2.060054,2.1704655,1.9389362,2.4621787,4.922138,6.551779,4.537484,4.203118,5.4442425,6.784859,5.722367,3.0470066,2.9952893,1.7377267,1.6332619,2.0305085,2.3828561,4.3006124,2.8369532,2.1795127,4.0708046,3.186639,4.183534,3.8629057,3.6610544,2.9434223,3.7032754,4.0990357,2.5212839,4.3507123,4.427297,6.3334103,3.3244483,4.0072036,5.0340805,4.235053,1.912167,1.920924,2.0173726,3.6995075,5.4748693,4.4235144,1.9886088,2.0821557,2.098334,3.9940789,3.3216057,1.9158927,1.3853474,1.4222033,1.9274216,1.2538201,2.092384,1.9870223,1.4181612,2.160051,3.322453,1.1513839,1.5155622,1.3630441,1.4084202,1.636592,3.9643764,2.6818812,2.9232678,2.4827027,1.5746015
